temperature,humidity,wind_speed,precipitation,atmospheric_pressure,rain
22.6,69.4,14.2,9.0,1015.7,0
31.6,34.1,23.9,1.4,1011.7,0
16.2,48.6,25.7,2.5,1006.4,1
20.5,43.3,23.2,8.1,1015.7,0
23.1,75.6,27.5,9.7,1006.4,0
18.9,82.0,25.8,2.8,1003.1,0
18.7,42.2,6.7,2.6,1000.2,0
23.2,51.5,24.7,7.0,1008.1,1
29.9,82.8,7.9,7.9,1012.5,0
31.5,53.6,17.0,9.0,1002.6,1
32.0,64.4,5.6,5.3,1012.8,1
26.8,89.4,29.4,1.3,1014.4,0
30.2,34.1,7.4,7.1,1001.4,0
29.7,32.6,15.8,6.9,1007.0,0
21.9,59.8,5.0,5.2,1004.4,0
17.8,55.6,9.9,6.2,1007.8,0
24.0,62.3,22.8,8.3,1011.9,1
20.7,38.7,16.6,0.6,1015.2,0
28.2,65.5,13.9,8.8,1016.1,0
32.8,74.0,11.4,6.2,1017.3,0
17.8,71.0,12.8,8.7,1008.7,0
31.3,64.5,25.7,2.1,1007.1,0
20.0,35.8,16.7,7.4,1003.2,0
30.7,61.3,8.1,5.3,1017.9,0
32.2,35.6,6.1,9.5,1003.0,1
19.6,62.7,5.6,7.1,1019.6,0
31.2,78.3,13.8,8.8,1010.0,0
30.1,57.5,22.1,5.2,1016.7,1
22.5,46.0,12.2,4.7,1000.1,0
28.7,41.3,24.1,6.0,1002.9,1
34.2,83.7,21.2,5.2,1002.2,0
29.5,72.8,25.4,2.0,1014.0,0
22.3,73.3,12.6,3.7,1000.4,1
27.8,83.5,12.6,3.3,1002.9,1
16.0,34.5,23.6,2.5,1001.2,1
31.8,70.0,19.8,9.3,1005.5,1
18.7,38.2,13.7,8.3,1009.4,0
26.5,89.1,12.6,1.6,1005.8,0
19.4,33.3,15.8,7.3,1001.3,0
32.9,36.0,17.6,5.2,1000.3,0
23.5,73.2,8.4,3.2,1005.1,0
20.3,43.2,14.6,8.0,1017.4,0
23.7,46.2,12.6,4.8,1004.4,0
30.6,84.3,8.0,3.3,1004.0,0
17.1,47.9,22.3,1.5,1000.7,0
31.5,61.0,12.8,7.6,1003.3,0
21.7,43.2,6.7,2.8,1005.8,0
34.1,72.9,13.8,6.0,1010.4,0
24.3,65.6,21.5,5.1,1008.2,1
24.1,46.9,15.7,9.5,1000.4,1
34.7,69.1,16.7,9.5,1015.0,1
24.3,42.9,19.6,2.5,1015.7,1
28.9,39.7,18.5,2.3,1014.8,0
25.2,36.5,23.0,7.3,1009.2,1
29.9,79.4,13.0,3.8,1008.3,0
27.5,65.3,9.0,3.4,1011.8,0
32.6,89.0,28.5,2.1,1015.7,0
17.0,48.4,21.4,5.1,1006.3,1
31.5,69.2,5.3,5.9,1000.5,0
18.3,37.3,18.6,0.1,1019.2,0
17.6,52.7,21.8,5.2,1007.7,0
17.3,68.2,22.8,6.7,1006.8,1
16.7,38.9,6.5,1.7,1014.2,0
21.9,66.3,6.5,6.3,1007.1,0
32.7,75.8,6.9,8.6,1004.5,1
27.1,81.7,12.6,8.0,1003.1,0
34.4,46.6,28.5,1.9,1003.9,0
18.6,89.9,26.0,5.9,1000.2,1
33.9,70.2,8.2,0.8,1007.7,0
22.1,70.6,20.0,4.7,1011.9,0
32.8,63.6,24.9,5.5,1012.0,1
22.0,86.2,11.5,3.4,1001.3,0
19.5,76.4,21.2,9.0,1018.3,0
31.2,38.0,15.7,6.6,1011.8,0
23.8,84.3,25.6,1.2,1003.7,0
23.4,79.4,18.1,8.2,1014.7,1
20.9,68.6,27.1,0.7,1013.5,0
16.8,60.3,16.5,4.9,1012.2,0
34.8,43.7,10.1,8.8,1005.4,1
23.6,51.8,14.9,5.6,1015.6,0
30.2,31.7,14.9,4.4,1005.1,0
28.1,30.2,8.6,5.4,1010.3,0
22.7,69.5,7.3,1.3,1002.0,0
20.6,88.7,16.7,5.9,1004.2,0
29.3,65.2,10.8,0.9,1017.8,1
28.8,37.7,28.7,1.4,1002.1,0
33.0,39.0,13.8,4.0,1017.8,0
30.5,42.9,6.9,0.6,1013.5,0
32.6,51.9,16.4,8.7,1010.5,0
16.6,36.1,28.7,7.5,1008.5,0
16.0,54.1,22.2,0.2,1006.4,0
25.6,32.4,24.5,5.0,1016.0,1
23.7,53.1,23.5,9.7,1000.8,0
19.7,66.2,25.4,0.3,1008.9,0
35.0,43.8,19.1,3.3,1007.7,1
22.0,44.0,24.9,0.6,1015.9,0
17.6,69.1,28.1,6.8,1014.1,0
22.8,76.1,19.8,6.0,1004.9,1
34.6,76.8,24.7,7.8,1011.6,0
28.2,85.4,15.5,2.6,1015.3,1
20.4,43.3,7.9,3.5,1011.7,1
33.9,84.5,9.0,2.7,1015.2,0
32.2,85.1,7.1,9.5,1012.8,1
17.2,52.3,24.2,0.7,1009.0,1
18.1,30.1,28.5,8.2,1014.2,0
23.1,48.7,9.7,2.6,1014.0,0
18.9,84.6,27.6,1.3,1001.3,0
27.0,44.1,9.4,9.6,1008.6,0
18.8,62.4,17.7,6.1,1012.4,1
19.2,49.1,28.9,0.8,1009.2,0
30.3,40.9,24.9,9.3,1011.6,0
29.5,33.0,28.0,5.0,1016.3,0
27.1,84.0,12.7,4.1,1005.3,0
21.5,58.9,25.5,3.7,1005.3,0
27.9,43.7,18.7,7.7,1013.1,0
34.4,36.1,28.8,4.4,1001.2,0
34.0,47.3,28.5,6.3,1013.7,0
33.8,48.1,20.5,1.1,1013.2,0
28.9,61.1,29.3,9.1,1013.0,0
20.2,67.0,25.1,0.3,1019.5,1
19.5,58.9,7.6,6.2,1015.6,1
22.2,72.1,23.3,0.8,1005.5,0
26.3,37.0,10.9,3.3,1017.5,0
31.7,71.6,8.0,0.5,1016.3,0
34.6,64.0,23.6,1.6,1006.1,0
33.0,80.4,16.9,2.1,1007.9,0
15.4,82.1,6.2,0.6,1011.7,1
28.5,54.0,9.9,5.9,1005.5,0
22.5,54.2,22.3,5.9,1001.9,1
33.0,84.5,8.9,6.5,1008.4,1
30.3,55.7,10.3,0.8,1003.4,0
28.6,81.1,13.3,3.0,1011.6,0
31.5,41.2,7.6,1.2,1001.1,0
34.9,73.5,13.5,6.5,1013.3,1
34.0,59.3,11.3,2.6,1007.6,0
31.8,90.0,14.8,4.6,1018.6,0
17.1,78.8,13.5,8.1,1006.8,0
31.1,37.9,20.9,9.7,1019.4,0
21.3,62.4,25.3,1.7,1015.6,0
27.1,40.9,16.6,4.1,1013.9,0
16.5,64.6,8.6,7.0,1005.9,0
30.5,44.5,6.5,3.0,1010.0,0
33.5,79.9,22.0,5.7,1008.3,0
24.2,76.1,21.5,0.1,1018.4,1
16.6,70.3,21.3,7.3,1004.9,0
22.3,36.9,15.5,0.8,1000.4,0
20.9,33.8,16.0,2.6,1010.1,0
31.7,67.5,13.2,8.3,1011.7,0
33.5,46.9,24.2,9.5,1017.9,0
34.2,78.4,27.1,8.4,1018.5,0
17.2,45.0,17.9,4.9,1014.4,0
23.2,60.0,12.1,5.5,1016.5,0
32.4,40.4,13.2,2.7,1007.1,0
30.0,53.4,11.2,3.1,1019.8,0
33.3,80.7,10.2,5.1,1009.2,1
25.7,41.6,5.4,0.7,1005.0,0
25.5,86.6,9.5,3.4,1015.0,0
17.0,84.2,13.8,1.3,1010.7,0
24.2,87.1,19.2,7.1,1008.5,1
18.4,58.4,26.2,9.7,1002.5,1
25.0,74.7,23.3,2.8,1010.3,1
15.1,37.0,11.3,0.5,1004.0,0
31.3,66.0,10.0,9.7,1019.5,0
27.1,81.1,17.1,3.3,1005.4,1
22.9,39.5,29.8,5.2,1007.1,0
27.3,58.6,29.1,7.0,1008.6,0
23.7,36.8,30.0,6.0,1005.4,1
28.4,89.1,18.6,3.1,1005.9,1
33.1,32.9,21.6,3.2,1011.7,0
27.6,74.4,13.2,4.4,1016.8,0
30.0,85.3,18.5,2.4,1005.2,0
22.4,64.7,16.5,2.3,1007.2,1
22.8,51.3,22.0,7.5,1002.4,1
32.2,89.9,16.3,5.7,1012.7,0
16.4,67.0,22.2,2.1,1006.4,0
22.5,59.5,6.5,1.1,1005.2,0
18.9,79.2,19.5,8.8,1011.2,0
31.6,59.8,15.0,8.5,1000.6,0
30.1,40.9,8.6,0.8,1002.9,0
34.7,35.9,22.6,0.3,1005.1,0
27.3,68.1,29.6,2.4,1002.8,0
34.0,67.0,14.4,6.0,1010.5,0
18.9,36.5,18.2,1.8,1017.2,1
33.5,54.4,29.8,3.3,1013.5,1
32.4,68.5,5.0,7.5,1003.2,0
31.5,47.5,18.5,9.2,1000.1,1
32.4,65.7,29.9,2.7,1004.1,0
21.3,31.7,25.9,8.9,1008.5,0
18.2,53.3,21.8,0.5,1000.8,1
23.8,51.3,28.7,3.1,1002.4,0
23.1,83.8,22.4,5.1,1004.8,0
17.9,43.3,17.2,1.4,1011.0,1
30.2,36.5,20.9,6.0,1008.4,0
31.2,41.5,13.4,2.0,1012.7,0
21.4,54.7,26.3,2.0,1016.6,0
21.6,47.7,17.4,8.8,1010.1,0
26.1,76.3,11.4,9.9,1019.7,0
17.4,86.2,5.1,0.4,1009.0,0
17.4,82.7,5.1,3.4,1009.8,0
25.3,68.7,5.4,6.4,1008.0,0
28.4,52.7,29.9,2.1,1010.4,0
18.4,77.7,13.9,6.6,1016.9,1
16.5,79.8,12.4,3.2,1003.2,0
28.3,41.2,26.0,4.0,1001.4,0
27.4,40.2,9.1,9.5,1012.4,1
18.0,59.1,14.9,3.9,1011.3,1
32.6,60.5,21.8,3.5,1001.8,0
24.5,44.9,26.5,3.3,1014.9,1
27.0,75.5,7.6,0.7,1000.4,0
34.2,30.5,26.5,9.3,1000.3,0
17.9,63.5,24.2,1.0,1011.8,0
28.8,58.5,19.3,4.9,1017.3,0
27.1,49.9,25.6,0.8,1013.0,0
28.4,37.9,12.3,6.4,1006.1,0
24.0,59.0,22.0,7.5,1006.0,0
22.9,34.5,24.0,6.1,1010.1,1
32.1,69.2,23.3,5.5,1001.6,0
24.0,61.5,20.4,6.5,1009.6,1
20.4,60.5,15.3,3.5,1014.8,1
27.8,65.5,5.8,1.6,1007.6,0
26.2,78.1,29.0,7.4,1005.7,0
31.3,36.7,7.3,7.2,1013.8,1
32.4,66.5,9.4,1.6,1017.9,0
26.1,73.2,11.8,6.5,1000.6,0
16.4,77.8,15.0,4.1,1010.3,0
29.2,78.2,18.1,10.0,1003.3,1
32.4,45.4,24.0,0.7,1013.9,1
17.5,51.0,12.8,8.0,1006.9,1
19.1,49.1,18.5,6.2,1007.0,0
26.2,70.1,13.3,0.1,1002.1,0
28.5,38.7,11.3,7.2,1009.8,1
23.6,66.8,11.6,9.4,1018.0,0
17.3,72.1,18.3,5.5,1011.7,1
31.1,59.3,17.4,5.8,1014.2,0
22.6,54.4,23.6,4.6,1001.7,1
32.8,42.1,10.5,3.1,1015.4,0
31.2,63.6,18.2,9.8,1009.9,1
32.9,30.5,26.7,5.3,1012.6,0
24.6,77.4,17.5,8.9,1009.5,0
31.3,76.5,25.5,8.1,1016.0,0
33.9,81.1,12.9,1.1,1009.6,0
28.5,33.7,6.0,1.0,1001.7,1
34.5,54.5,21.5,1.2,1001.7,0
25.3,77.9,16.7,8.1,1013.1,1
21.7,68.5,26.2,8.5,1017.2,0
34.5,65.1,29.1,6.2,1019.6,0
27.4,50.9,29.0,6.4,1016.3,1
29.1,34.4,22.1,3.6,1002.1,0
32.9,58.7,6.1,1.9,1008.9,0
17.2,67.3,15.4,4.0,1007.8,1
29.3,69.1,14.3,1.2,1009.7,0
30.8,49.6,17.3,9.0,1004.5,0
17.3,69.2,16.0,0.7,1017.5,0
31.0,82.5,15.0,9.5,1013.2,0
29.5,59.3,21.1,1.4,1003.2,1
32.1,55.3,17.5,6.1,1011.6,0
19.1,71.3,29.2,0.4,1002.2,1
16.7,89.0,16.1,2.2,1001.9,0
22.9,38.2,13.2,6.3,1004.7,0
32.0,54.1,16.3,4.0,1013.3,0
27.2,48.6,6.5,0.2,1019.0,0
28.1,66.8,6.9,8.2,1015.1,0
30.8,88.0,7.2,7.9,1007.1,1
21.1,79.7,18.7,7.1,1016.1,1
29.7,47.7,16.4,3.1,1007.8,1
27.9,74.3,11.4,0.5,1000.2,0
26.4,45.2,16.9,8.4,1015.9,1
26.4,83.0,21.9,0.4,1006.0,0
22.1,48.1,6.2,8.2,1017.9,0
32.4,46.6,26.9,1.0,1006.9,1
17.1,34.6,13.9,2.7,1001.7,0
23.0,48.7,12.6,6.1,1009.5,0
16.4,75.8,27.4,8.7,1017.1,1
33.1,77.9,20.4,8.2,1001.3,0
34.2,32.7,16.8,7.0,1002.0,0
20.7,77.0,14.6,2.7,1010.7,1
19.9,59.0,18.4,5.3,1011.9,0
21.8,53.0,14.3,1.9,1008.7,0
21.6,34.5,26.2,1.6,1000.1,0
29.0,48.2,13.2,5.5,1013.8,0
15.4,51.4,12.6,8.2,1001.0,1
27.6,83.4,28.8,6.6,1000.3,1
26.7,81.8,25.5,5.9,1019.0,0
20.7,30.8,5.3,2.2,1009.7,1
23.7,88.6,21.2,7.6,1006.6,0
27.9,55.8,28.5,5.4,1005.5,1
28.2,79.3,11.2,4.2,1017.9,1
25.9,65.9,11.7,1.5,1007.6,0
28.0,86.5,8.6,3.5,1007.9,0
23.3,39.5,26.3,0.4,1011.6,0
26.4,54.3,29.2,8.8,1012.7,0
17.7,52.9,9.4,0.7,1013.5,1
25.8,82.8,14.5,8.3,1018.9,1
20.7,64.9,24.5,5.1,1002.4,1
31.6,81.1,10.1,7.4,1019.0,0
19.9,54.9,13.3,4.8,1011.7,0
27.6,65.4,8.9,7.4,1015.9,1
21.8,63.6,16.2,8.3,1006.5,0
16.3,85.5,23.3,6.4,1008.6,0
20.8,38.9,9.4,6.5,1015.4,0
33.9,78.2,13.9,5.6,1005.9,0
27.4,62.3,7.0,7.3,1009.2,0
18.0,83.9,25.1,0.9,1018.9,0
15.7,56.4,5.8,7.8,1012.5,0
29.4,51.9,27.2,2.8,1014.2,1
30.6,41.5,13.1,9.6,1014.1,0
24.4,61.7,6.9,1.3,1018.7,0
28.6,51.3,6.9,9.0,1006.3,1
17.2,33.7,20.7,1.2,1003.0,0
27.6,54.8,7.3,6.1,1007.9,1
30.3,64.3,22.1,8.4,1011.4,0
20.6,74.7,14.3,5.3,1010.3,0
20.1,75.3,6.6,5.3,1014.3,0
24.7,77.9,25.5,3.2,1012.7,0
31.1,49.8,19.6,4.8,1000.6,1
33.9,67.9,9.4,4.8,1004.3,1
24.5,56.3,12.2,8.2,1007.6,0
23.8,39.5,15.8,8.5,1018.5,0
24.5,31.5,11.0,9.1,1012.6,1
29.2,67.1,28.2,4.5,1007.0,0
29.2,86.1,9.0,0.1,1001.1,1
16.1,66.1,9.3,1.8,1014.3,1
18.9,75.7,6.4,5.5,1013.9,1
22.2,50.8,22.4,7.6,1009.6,1
29.1,69.1,5.9,4.0,1009.7,0
24.8,40.8,6.8,3.4,1019.4,0
18.7,34.0,22.8,5.6,1017.4,0
25.2,54.6,6.5,9.7,1017.4,0
27.4,50.5,16.6,7.8,1017.0,1
18.9,76.8,10.7,0.4,1008.7,0
28.9,60.6,6.4,1.4,1018.9,1
19.1,52.7,5.8,6.6,1013.4,0
29.4,60.6,21.9,8.1,1008.6,0
30.8,86.5,27.2,3.5,1010.0,0
27.2,65.2,28.9,8.6,1008.4,0
15.9,74.1,16.6,7.8,1014.3,0
26.8,49.1,5.4,6.2,1019.2,0
29.3,75.0,27.3,9.2,1000.9,0
34.0,54.8,16.7,8.9,1007.6,1
34.7,45.5,26.2,7.5,1000.5,0
17.6,80.3,23.4,1.0,1019.4,0
33.2,85.9,24.4,0.4,1008.1,0
18.6,49.3,19.2,2.4,1001.3,1
30.1,52.1,8.4,0.7,1007.8,1
30.8,62.3,10.0,6.0,1015.8,1
16.4,60.5,15.6,9.9,1011.0,1
25.6,83.2,29.3,8.3,1011.1,0
20.4,37.4,20.3,5.1,1009.0,0
33.3,63.9,21.8,0.6,1018.8,0
27.3,70.8,16.3,8.5,1008.4,0
25.5,52.6,21.3,8.6,1002.9,0
30.6,73.9,11.0,0.9,1011.8,0
24.8,38.8,16.9,0.2,1012.6,0
17.0,47.3,12.2,1.7,1019.9,0
15.4,81.8,9.2,8.5,1009.6,1
34.6,86.6,6.9,3.4,1016.5,0
17.9,36.5,12.1,1.7,1007.1,0
30.6,47.4,19.1,6.7,1007.7,0
16.5,67.2,28.3,4.8,1011.3,1
31.0,32.3,12.4,5.7,1002.8,0
30.4,66.0,11.6,7.0,1000.3,0
32.4,57.3,21.3,1.8,1004.4,0
25.9,71.7,16.4,0.2,1001.0,1
24.8,43.2,13.3,1.5,1019.2,0
29.7,36.8,5.8,1.3,1019.2,1
22.3,40.2,26.9,9.5,1019.9,0
24.8,37.7,7.0,1.8,1001.6,0
22.2,35.3,13.8,8.8,1010.7,0
25.5,60.9,12.7,3.8,1018.5,1
25.3,49.0,5.3,4.6,1016.3,1
25.1,47.4,20.3,5.3,1004.4,0
27.0,86.1,23.9,9.9,1013.7,0
24.9,53.9,17.5,6.1,1017.0,1
18.6,36.9,20.9,3.7,1016.2,0
33.0,69.8,9.7,9.1,1017.6,1
24.6,73.5,24.5,1.2,1001.2,0
29.2,73.5,13.4,1.1,1012.5,0
33.8,54.7,25.2,7.4,1001.7,1
30.0,73.1,9.0,1.5,1018.8,0
18.3,61.7,6.7,6.9,1011.3,0
23.0,68.3,12.5,8.4,1009.6,1
25.9,63.9,18.9,8.2,1018.7,0
26.8,48.0,20.6,1.3,1006.1,0
24.5,63.2,19.7,2.0,1018.1,1
32.1,77.5,29.0,5.1,1017.9,0
25.9,52.7,26.3,6.5,1013.9,0
32.4,70.9,21.9,9.8,1009.5,1
33.4,44.9,8.6,9.9,1016.4,0
22.9,82.7,19.7,0.1,1017.3,0
32.7,85.0,27.6,9.2,1000.9,0
22.8,34.0,19.8,4.1,1018.8,1
25.9,69.6,5.1,6.3,1016.5,0
29.3,42.1,19.8,6.9,1004.2,0
22.3,45.9,9.1,0.8,1009.3,0
17.4,73.6,26.2,2.8,1004.1,0
29.2,89.9,20.7,3.1,1008.2,0
22.5,81.6,12.4,4.8,1007.4,1
29.0,61.9,18.3,3.0,1014.1,0
18.6,47.0,9.9,8.7,1017.8,0
30.6,33.0,10.6,3.3,1019.3,0
28.7,81.6,29.9,2.2,1000.7,1
22.1,45.6,24.7,1.1,1007.0,1
31.4,36.7,8.8,4.5,1002.0,1
20.9,83.4,27.6,4.1,1013.6,0
28.0,71.4,7.2,1.5,1012.5,0
23.9,54.4,14.0,2.4,1000.2,1
28.4,57.5,25.0,7.8,1007.1,0
25.0,31.2,9.6,3.0,1008.3,0
31.1,57.7,20.1,7.7,1010.2,0
23.4,54.6,23.5,1.8,1009.2,1
34.0,60.8,12.4,9.5,1008.3,1
22.9,79.3,27.7,4.3,1007.9,0
19.8,85.4,23.8,6.0,1018.8,0
28.4,84.4,24.6,2.5,1015.3,1
28.2,71.2,27.4,4.4,1016.1,0
18.1,68.8,8.1,6.0,1018.0,0
16.2,56.9,27.6,3.5,1000.7,0
26.1,51.6,18.6,2.9,1015.8,0
20.1,88.6,13.7,8.0,1000.5,0
23.5,46.2,21.4,2.9,1012.1,0
20.6,83.0,7.6,4.9,1017.3,0
32.7,89.0,20.5,0.4,1017.2,0
18.4,56.2,8.8,1.8,1018.6,0
17.2,73.0,23.0,4.3,1003.5,0
30.8,66.3,23.9,3.3,1009.3,0
17.5,49.1,25.0,6.5,1000.8,0
32.6,84.8,18.1,4.4,1015.3,1
32.7,40.4,19.5,0.9,1019.9,1
25.8,70.6,8.6,2.3,1018.5,1
23.9,54.1,19.9,6.0,1016.5,0
25.2,63.1,9.1,4.4,1011.5,0
34.6,43.6,29.2,4.3,1006.9,0
19.6,89.8,7.3,6.5,1007.2,1
18.4,84.1,18.2,5.0,1016.3,0
22.7,34.7,15.7,0.5,1004.9,0
33.8,34.2,22.4,6.9,1003.9,0
31.8,87.8,14.0,1.9,1012.5,1
16.6,54.7,22.3,5.0,1010.1,0
21.9,38.8,11.1,9.7,1014.4,0
29.1,42.0,15.7,8.5,1009.7,1
22.5,39.4,18.8,6.6,1000.3,0
26.0,77.0,6.7,9.8,1017.9,0
17.0,49.1,14.2,3.2,1011.5,0
17.3,69.8,24.8,3.5,1003.9,0
24.8,73.5,29.2,9.3,1006.2,0
30.9,35.6,13.2,0.2,1009.0,1
15.4,89.5,23.1,4.0,1007.8,1
32.5,80.8,21.9,1.1,1018.2,0
31.8,45.0,20.5,4.9,1006.4,0
24.3,80.0,13.5,4.7,1015.3,1
15.7,69.9,9.7,6.0,1013.6,0
29.6,80.7,16.7,5.5,1014.9,0
31.2,45.4,8.0,1.1,1013.2,0
25.2,45.1,29.5,9.5,1016.8,1
27.7,58.7,20.2,0.1,1006.3,0
15.9,53.6,10.2,7.8,1013.0,0
21.8,48.2,9.9,0.4,1008.6,0
22.8,84.5,18.6,4.7,1014.0,1
20.2,65.8,22.8,2.9,1009.7,0
23.3,70.9,9.0,8.9,1012.2,0
30.1,73.8,8.8,5.5,1007.7,0
21.0,53.8,7.8,6.8,1018.5,0
33.0,43.1,10.3,3.1,1018.8,1
20.3,62.6,27.0,2.0,1003.9,1
17.2,41.8,27.9,7.4,1005.0,1
22.1,37.6,12.6,0.8,1003.2,0
29.6,47.8,7.6,5.1,1019.2,1
15.7,50.8,23.6,8.4,1008.3,0
18.8,72.2,29.8,6.5,1001.7,0
20.0,46.1,29.5,4.7,1010.7,0
27.8,49.0,20.0,9.7,1001.7,0
31.1,89.5,7.0,5.6,1012.6,0
30.1,86.0,6.8,7.9,1011.8,0
16.7,34.0,20.5,5.0,1001.7,1
32.8,58.4,27.7,0.6,1008.0,0
29.6,74.6,25.6,7.2,1015.3,1
22.6,40.2,10.4,8.0,1015.4,0
23.0,58.8,12.8,1.7,1001.1,1
29.2,32.3,18.5,2.6,1002.3,0
22.2,47.0,29.9,3.0,1011.6,0
31.9,50.5,14.0,8.2,1000.7,0
22.0,62.6,6.1,5.2,1003.8,0
31.5,77.0,23.6,1.4,1000.1,0
19.0,40.3,17.8,4.8,1004.8,0
16.7,81.3,24.1,1.5,1004.9,0
34.7,37.2,15.1,6.3,1006.8,1
22.3,36.0,20.9,9.5,1001.6,0
29.0,53.8,6.6,8.5,1015.5,0
30.1,34.6,27.8,6.3,1019.0,1
16.7,57.4,7.7,1.8,1009.4,0
28.4,43.4,25.5,4.8,1013.7,0
32.0,64.1,27.3,3.4,1010.3,0
32.9,86.7,5.4,2.3,1005.0,0
34.5,38.4,26.2,4.7,1000.1,0
33.3,40.6,19.4,4.4,1005.8,0
19.6,82.3,22.1,0.6,1015.0,0
33.6,58.9,18.1,7.5,1002.8,0
22.3,47.9,29.1,3.7,1007.6,0
18.0,37.7,12.6,6.2,1019.8,1
25.7,81.5,8.4,1.0,1010.5,0
35.0,56.8,24.6,7.9,1008.1,0
19.9,53.5,14.3,7.1,1012.4,1
31.3,35.8,10.0,4.7,1017.3,1
20.9,76.4,8.6,8.1,1002.8,1
32.7,84.2,12.5,1.4,1008.8,0
18.6,64.3,8.7,3.8,1017.7,0
21.6,35.7,18.0,4.4,1018.0,1
20.0,37.0,16.7,9.3,1006.1,1
20.7,37.6,19.3,4.4,1007.1,0
19.2,50.9,29.0,2.2,1016.3,1
23.2,73.0,21.8,0.0,1015.1,1
33.3,40.7,19.7,5.3,1006.3,0
27.4,34.4,15.1,3.6,1007.8,0
29.4,89.4,28.2,7.7,1002.4,0
23.2,32.6,20.0,8.9,1000.4,0
21.9,44.8,17.1,1.4,1004.1,0
27.6,46.4,23.2,9.0,1004.4,0
28.3,87.7,6.9,4.8,1009.2,0
28.2,61.2,27.5,3.5,1010.6,0
24.1,37.4,20.9,1.4,1005.9,1
21.1,39.3,26.9,0.2,1009.7,1
22.4,32.4,23.7,6.3,1016.1,0
33.5,52.5,29.9,0.4,1015.3,0
34.9,64.9,24.5,4.6,1018.3,1
32.9,30.3,18.5,2.9,1001.6,0
28.2,39.7,20.0,8.9,1006.7,1
27.5,43.7,22.9,7.5,1011.8,0
19.7,86.4,26.7,8.2,1003.6,0
27.7,69.0,11.6,8.1,1006.0,0
24.9,77.7,6.6,2.2,1006.4,0
27.8,50.8,9.9,8.1,1012.0,1
22.0,40.8,5.6,3.8,1013.8,0
15.9,86.0,14.3,7.9,1017.7,0
22.8,84.3,7.1,2.4,1011.9,1
33.3,78.1,5.1,2.1,1018.5,1
34.0,68.0,10.2,3.5,1003.2,0
15.9,59.3,10.0,8.0,1013.3,0
34.3,86.0,14.7,1.9,1012.5,0
29.2,84.0,10.4,4.7,1018.9,0
24.8,83.4,25.3,8.5,1004.6,0
23.9,39.3,19.5,2.8,1006.7,1
26.5,38.1,8.1,3.1,1003.9,0
19.3,80.5,8.2,4.6,1000.7,1
23.6,37.0,8.0,9.2,1001.0,0
16.8,67.9,20.2,3.0,1013.6,1
32.7,79.8,5.9,3.6,1002.7,1
28.8,38.4,27.3,9.5,1012.2,1
24.9,31.4,25.4,5.5,1008.0,1
28.6,54.4,26.6,6.9,1003.2,0
20.8,88.4,23.3,9.4,1017.8,0
26.7,42.3,8.4,7.5,1011.5,1
24.8,47.6,19.7,4.7,1012.3,0
24.2,62.7,6.1,7.3,1005.2,0
24.5,32.2,17.5,5.9,1001.4,0
30.3,57.9,19.1,0.6,1015.8,1
32.2,53.3,17.0,5.3,1012.9,1
26.6,85.1,28.0,3.7,1019.1,0
20.2,53.8,23.5,6.0,1013.5,0
34.1,43.1,14.0,8.0,1000.3,0
34.7,33.4,24.2,0.7,1007.7,1
19.1,37.1,20.9,3.6,1017.5,0
33.9,37.7,16.6,7.2,1007.4,0
26.9,31.8,10.4,7.8,1010.3,1
17.7,78.5,11.9,6.5,1009.5,0
15.6,32.2,23.0,6.4,1008.1,0
23.5,61.8,26.4,9.4,1002.1,0
19.1,43.4,7.6,0.6,1018.6,0
29.1,68.1,12.7,7.0,1008.2,1
29.2,64.7,11.1,4.1,1019.8,0
16.6,44.3,26.3,7.6,1001.4,0
28.4,44.6,20.1,9.6,1001.7,0
19.7,48.0,25.2,4.3,1005.0,0
16.8,72.0,19.8,6.7,1013.2,0
20.9,49.2,8.9,2.8,1019.0,1
29.4,80.1,10.1,7.3,1008.8,0
18.0,40.0,10.7,4.5,1009.8,0
27.9,65.8,8.4,4.4,1016.8,0
24.5,89.7,8.1,8.6,1003.8,0
34.8,68.7,16.9,3.5,1019.3,0
33.7,49.6,11.4,1.7,1019.4,0
22.4,45.6,14.7,5.4,1019.1,0
31.8,45.9,22.9,0.6,1019.0,0
17.4,83.7,11.6,5.7,1016.7,1
20.6,42.7,13.3,2.1,1011.8,0
15.0,57.6,23.9,0.2,1008.3,0
31.2,68.3,27.8,2.0,1012.2,0
18.7,43.2,29.4,3.2,1002.9,0
15.6,81.7,16.3,8.0,1003.9,0
26.1,81.5,7.6,3.3,1003.0,0
20.6,42.4,11.5,5.6,1012.0,0
18.3,30.8,9.8,4.0,1009.5,0
33.5,78.3,5.8,6.7,1009.2,1
29.3,50.2,24.7,3.5,1013.2,0
24.8,71.9,24.4,6.3,1005.7,1
30.3,44.5,24.7,6.8,1013.8,1
17.8,31.3,23.3,6.0,1008.2,0
21.4,38.0,29.2,0.7,1010.1,1
21.3,65.7,24.2,3.8,1008.3,0
15.7,32.8,15.1,7.7,1007.2,0
26.2,33.1,27.7,9.2,1012.3,0
34.1,64.5,19.7,4.6,1007.7,1
30.2,33.1,21.3,4.7,1006.7,0
17.4,70.0,11.2,2.5,1016.4,0
30.0,77.2,18.7,9.1,1004.3,0
16.6,69.9,20.7,3.5,1007.5,1
29.8,47.4,14.9,9.0,1018.7,0
19.9,65.5,27.9,5.6,1016.5,0
