House_ID,Type,Price,Construction_Date,Is_Active,Review,Area,Rating
431,Apartment,976540,2019-03-06,,Worth the price.,948,4.0
432,Penthouse,824892,2020-08-22,,Worth the price.,4768,3.0
433,Townhouse,532729,2014-07-02,,Needs renovation.,1910,3.0
434,Townhouse,320860,2005-12-06,True,Overpriced!,2872,4.0
435,Studio,961711,1996-08-01,False,Excellent place!,831,3.0
436,Villa,996526,2016-12-15,True,Needs renovation.,898,4.0
437,Townhouse,466545,2024-10-24,,Highly recommended.,3125,4.0
438,Townhouse,480713,2011-06-28,False,Overpriced!,2067,1.0
439,Apartment,310702,2019-08-01,False,Overpriced!,4849,3.0
440,Villa,732585,1996-05-20,,Needs renovation.,4664,3.0
441,Penthouse,863920,1999-10-26,False,Excellent place!,2151,4.0
442,Penthouse,431983,2019-05-24,,Overpriced!,4138,4.0
443,Villa,468563,2008-02-29,True,Overpriced!,3912,4.0
444,Studio,947850,2024-03-10,True,Overpriced!,3466,2.0
445,Villa,851989,2013-03-12,False,Worth the price.,4155,3.0
446,Townhouse,663675,2006-06-27,False,Worth the price.,3234,5.0
447,Studio,219198,2006-02-28,True,Worth the price.,2239,4.0
448,Apartment,279768,2014-04-16,False,Needs renovation.,3886,2.0
449,Penthouse,501600,2009-01-07,False,Highly recommended.,4050,3.0
450,Studio,923862,2017-01-23,True,Highly recommended.,2424,3.0
451,Townhouse,640168,2024-09-21,,Overpriced!,2834,4.0
452,Townhouse,740786,2010-06-05,False,Worth the price.,932,5.0
453,Apartment,685580,2005-08-07,False,Needs renovation.,2782,5.0
454,Townhouse,581186,2021-03-05,False,Highly recommended.,4317,2.0
455,Townhouse,185096,2019-03-23,False,Worth the price.,1461,
456,Penthouse,607245,2023-05-08,True,Overpriced!,1276,2.0
457,Villa,314428,2016-11-11,True,Needs renovation.,4958,
458,Penthouse,894635,2005-06-11,False,Overpriced!,1251,2.0
459,Apartment,472509,2015-04-09,False,Worth the price.,744,2.0
460,Townhouse,728038,1998-05-16,False,Worth the price.,3984,5.0
461,Townhouse,241047,1995-11-11,True,Needs renovation.,2729,1.0
462,Villa,457834,2003-03-26,True,Highly recommended.,1218,1.0
463,Penthouse,389555,1999-03-26,,Worth the price.,3550,
464,Townhouse,758310,2000-12-13,True,Excellent place!,840,5.0
465,Townhouse,189527,2003-02-13,,Highly recommended.,624,
466,Apartment,246756,2015-03-14,True,Worth the price.,1475,5.0
467,Townhouse,774641,2013-09-24,True,Excellent place!,1780,3.0
468,Townhouse,258729,1998-12-21,True,Overpriced!,1701,2.0
469,Apartment,602791,2001-11-08,True,Overpriced!,1778,2.0
470,Studio,404973,2012-06-04,True,Needs renovation.,1139,
471,Townhouse,441937,2021-03-04,True,Needs renovation.,3184,5.0
472,Penthouse,395940,2009-01-17,,Excellent place!,746,1.0
473,Villa,725052,2011-10-03,,Excellent place!,881,1.0
474,Villa,157808,2018-06-01,False,Needs renovation.,3064,5.0
475,Townhouse,894797,2004-03-08,True,Overpriced!,3852,3.0
476,Penthouse,316145,2017-05-29,False,Worth the price.,2819,4.0
477,Penthouse,288263,2005-06-20,,Highly recommended.,2226,1.0
478,Apartment,258904,2022-02-24,,Worth the price.,2328,2.0
479,Apartment,168520,1998-05-04,True,Overpriced!,3244,2.0
480,Villa,134433,2020-01-13,,Needs renovation.,1794,5.0
481,Townhouse,771288,2002-08-05,,Overpriced!,3550,1.0
482,Apartment,578621,2024-08-28,False,Excellent place!,705,4.0
483,Villa,861049,2000-06-01,False,Highly recommended.,3037,3.0
484,Studio,158519,2012-10-25,,Highly recommended.,3496,
485,Studio,182672,2003-11-15,True,Excellent place!,1536,1.0
486,Townhouse,298782,2009-10-26,False,Overpriced!,2079,1.0
487,Apartment,370959,2014-08-30,True,Worth the price.,1952,3.0
488,Studio,888919,2024-03-08,True,Excellent place!,2867,5.0
489,Studio,530937,2015-11-30,False,Needs renovation.,4387,3.0
490,Townhouse,933379,2017-01-28,True,Highly recommended.,2766,
491,Townhouse,236191,2020-05-20,True,Needs renovation.,4192,3.0
492,Penthouse,828803,2013-02-21,,Worth the price.,3453,3.0
493,Apartment,118284,2018-01-15,True,Worth the price.,607,2.0
494,Studio,327503,1999-05-07,False,Worth the price.,3907,
495,Apartment,353858,1998-11-06,False,Overpriced!,3632,5.0
496,Penthouse,693476,2016-11-10,,Worth the price.,2399,2.0
497,Villa,844968,1998-10-19,True,Needs renovation.,2198,
498,Townhouse,919835,2010-03-11,False,Worth the price.,1699,4.0
499,Penthouse,210640,2002-10-17,,Highly recommended.,3330,4.0
500,Townhouse,676462,2006-02-16,False,Excellent place!,4840,1.0
