Input_Sequence,Target_Value
"-0.9649123483878435,-0.9505677786000201,-0.9338425264192189,-0.9147784799824896,-0.8934233849011526,-0.8698307246826497,-0.8440595867819208,-0.8161745146177822,-0.7862453459249255,-0.7543470378463839",-0.7205594792045203
"-0.9505677786000201,-0.9338425264192189,-0.9147784799824896,-0.8934233849011526,-0.8698307246826497,-0.8440595867819208,-0.8161745146177822,-0.7862453459249255,-0.7543470378463839,-0.7205594792045203",-0.684967290420699
"-0.9338425264192189,-0.9147784799824896,-0.8934233849011526,-0.8698307246826497,-0.8440595867819208,-0.8161745146177822,-0.7862453459249255,-0.7543470378463839,-0.7205594792045203,-0.684967290420699",-0.6476596115847407
"-0.9147784799824896,-0.8934233849011526,-0.8698307246826497,-0.8440595867819208,-0.8161745146177822,-0.7862453459249255,-0.7543470378463839,-0.7205594792045203,-0.684967290420699,-0.6476596115847407",-0.6087298792049378
"-0.8934233849011526,-0.8698307246826497,-0.8440595867819208,-0.8161745146177822,-0.7862453459249255,-0.7543470378463839,-0.7205594792045203,-0.684967290420699,-0.6476596115847407,-0.6087298792049378",-0.5682755921977553
"-0.8698307246826497,-0.8440595867819208,-0.8161745146177822,-0.7862453459249255,-0.7543470378463839,-0.7205594792045203,-0.684967290420699,-0.6476596115847407,-0.6087298792049378,-0.5682755921977553",-0.5263980677032926
"-0.8440595867819208,-0.8161745146177822,-0.7862453459249255,-0.7543470378463839,-0.7205594792045203,-0.684967290420699,-0.6476596115847407,-0.6087298792049378,-0.5682755921977553,-0.5263980677032926",-0.48320218733806336
"-0.8161745146177822,-0.7862453459249255,-0.7543470378463839,-0.7205594792045203,-0.684967290420699,-0.6476596115847407,-0.6087298792049378,-0.5682755921977553,-0.5263980677032926,-0.48320218733806336",-0.438796134520599
"-0.7862453459249255,-0.7543470378463839,-0.7205594792045203,-0.684967290420699,-0.6476596115847407,-0.6087298792049378,-0.5682755921977553,-0.5263980677032926,-0.48320218733806336,-0.438796134520599",-0.3932911235277394
"-0.7543470378463839,-0.7205594792045203,-0.684967290420699,-0.6476596115847407,-0.6087298792049378,-0.5682755921977553,-0.5263980677032926,-0.48320218733806336,-0.438796134520599,-0.3932911235277394",-0.34680112096018534
"-0.7205594792045203,-0.684967290420699,-0.6476596115847407,-0.6087298792049378,-0.5682755921977553,-0.5263980677032926,-0.48320218733806336,-0.438796134520599,-0.3932911235277394,-0.34680112096018534",-0.29944256031489924
"-0.684967290420699,-0.6476596115847407,-0.6087298792049378,-0.5682755921977553,-0.5263980677032926,-0.48320218733806336,-0.438796134520599,-0.3932911235277394,-0.34680112096018534,-0.29944256031489924",-0.25133405037920087
"-0.6476596115847407,-0.6087298792049378,-0.5682755921977553,-0.5263980677032926,-0.48320218733806336,-0.438796134520599,-0.3932911235277394,-0.34680112096018534,-0.29944256031489924,-0.25133405037920087",-0.20259607817688247
"-0.6087298792049378,-0.5682755921977553,-0.5263980677032926,-0.48320218733806336,-0.438796134520599,-0.3932911235277394,-0.34680112096018534,-0.29944256031489924,-0.25133405037920087,-0.20259607817688247",-0.15335070721030927
"-0.5682755921977553,-0.5263980677032926,-0.48320218733806336,-0.438796134520599,-0.3932911235277394,-0.34680112096018534,-0.29944256031489924,-0.25133405037920087,-0.20259607817688247,-0.15335070721030927",-0.10372127175425384
"-0.5263980677032926,-0.48320218733806336,-0.438796134520599,-0.3932911235277394,-0.34680112096018534,-0.29944256031489924,-0.25133405037920087,-0.20259607817688247,-0.15335070721030927,-0.10372127175425384",-0.05383206796710025
"-0.48320218733806336,-0.438796134520599,-0.3932911235277394,-0.34680112096018534,-0.29944256031489924,-0.25133405037920087,-0.20259607817688247,-0.15335070721030927,-0.10372127175425384,-0.05383206796710025",-0.003808042593025627
"-0.438796134520599,-0.3932911235277394,-0.34680112096018534,-0.29944256031489924,-0.25133405037920087,-0.20259607817688247,-0.15335070721030927,-0.10372127175425384,-0.05383206796710025,-0.003808042593025627",0.046225519965200426
"-0.3932911235277394,-0.34680112096018534,-0.29944256031489924,-0.25133405037920087,-0.20259607817688247,-0.15335070721030927,-0.10372127175425384,-0.05383206796710025,-0.003808042593025627,0.046225519965200426",0.09614331141907717
"-0.34680112096018534,-0.29944256031489924,-0.25133405037920087,-0.20259607817688247,-0.15335070721030927,-0.10372127175425384,-0.05383206796710025,-0.003808042593025627,0.046225519965200426,0.09614331141907717",0.1458203134270555
"-0.29944256031489924,-0.25133405037920087,-0.20259607817688247,-0.15335070721030927,-0.10372127175425384,-0.05383206796710025,-0.003808042593025627,0.046225519965200426,0.09614331141907717,0.1458203134270555",0.1951321107010531
"-0.25133405037920087,-0.20259607817688247,-0.15335070721030927,-0.10372127175425384,-0.05383206796710025,-0.003808042593025627,0.046225519965200426,0.09614331141907717,0.1458203134270555,0.1951321107010531",0.24395520260263132
"-0.20259607817688247,-0.15335070721030927,-0.10372127175425384,-0.05383206796710025,-0.003808042593025627,0.046225519965200426,0.09614331141907717,0.1458203134270555,0.1951321107010531,0.24395520260263132",0.2921673124484462
"-0.15335070721030927,-0.10372127175425384,-0.05383206796710025,-0.003808042593025627,0.046225519965200426,0.09614331141907717,0.1458203134270555,0.1951321107010531,0.24395520260263132,0.2921673124484462",0.3396476937503228
"-0.10372127175425384,-0.05383206796710025,-0.003808042593025627,0.046225519965200426,0.09614331141907717,0.1458203134270555,0.1951321107010531,0.24395520260263132,0.2921673124484462,0.3396476937503228",0.38627743262297903
"-0.05383206796710025,-0.003808042593025627,0.046225519965200426,0.09614331141907717,0.1458203134270555,0.1951321107010531,0.24395520260263132,0.2921673124484462,0.3396476937503228,0.38627743262297903",0.43193974560202403
"-0.003808042593025627,0.046225519965200426,0.09614331141907717,0.1458203134270555,0.1951321107010531,0.24395520260263132,0.2921673124484462,0.3396476937503228,0.38627743262297903,0.43193974560202403",0.47652027212634984
"0.046225519965200426,0.09614331141907717,0.1458203134270555,0.1951321107010531,0.24395520260263132,0.2921673124484462,0.3396476937503228,0.38627743262297903,0.43193974560202403,0.47652027212634984",0.5199073609523991
"0.09614331141907717,0.1458203134270555,0.1951321107010531,0.24395520260263132,0.2921673124484462,0.3396476937503228,0.38627743262297903,0.43193974560202403,0.47652027212634984,0.5199073609523991",0.5619923497829891
"0.1458203134270555,0.1951321107010531,0.24395520260263132,0.2921673124484462,0.3396476937503228,0.38627743262297903,0.43193974560202403,0.47652027212634984,0.5199073609523991,0.5619923497829891",0.6026698374103644
"0.1951321107010531,0.24395520260263132,0.2921673124484462,0.3396476937503228,0.38627743262297903,0.43193974560202403,0.47652027212634984,0.5199073609523991,0.5619923497829891,0.6026698374103644",0.6418379476919025
"0.24395520260263132,0.2921673124484462,0.3396476937503228,0.38627743262297903,0.43193974560202403,0.47652027212634984,0.5199073609523991,0.5619923497829891,0.6026698374103644,0.6418379476919025",0.6793985846973472
"0.2921673124484462,0.3396476937503228,0.38627743262297903,0.43193974560202403,0.47652027212634984,0.5199073609523991,0.5619923497829891,0.6026698374103644,0.6418379476919025,0.6793985846973472",0.7152576783885579
"0.3396476937503228,0.38627743262297903,0.43193974560202403,0.47652027212634984,0.5199073609523991,0.5619923497829891,0.6026698374103644,0.6418379476919025,0.6793985846973472,0.7152576783885579",0.7493254202164753
"0.38627743262297903,0.43193974560202403,0.47652027212634984,0.5199073609523991,0.5619923497829891,0.6026698374103644,0.6418379476919025,0.6793985846973472,0.7152576783885579,0.7493254202164753",0.7815164880452515
"0.43193974560202403,0.47652027212634984,0.5199073609523991,0.5619923497829891,0.6026698374103644,0.6418379476919025,0.6793985846973472,0.7152576783885579,0.7493254202164753,0.7815164880452515",0.8117502598402285
"0.47652027212634984,0.5199073609523991,0.5619923497829891,0.6026698374103644,0.6418379476919025,0.6793985846973472,0.7152576783885579,0.7493254202164753,0.7815164880452515,0.8117502598402285",0.8399510155845847
"0.5199073609523991,0.5619923497829891,0.6026698374103644,0.6418379476919025,0.6793985846973472,0.7152576783885579,0.7493254202164753,0.7815164880452515,0.8117502598402285,0.8399510155845847",0.8660481269189535
"0.5619923497829891,0.6026698374103644,0.6418379476919025,0.6793985846973472,0.7152576783885579,0.7493254202164753,0.7815164880452515,0.8117502598402285,0.8399510155845847,0.8660481269189535",0.889976234029064
"0.6026698374103644,0.6418379476919025,0.6793985846973472,0.7152576783885579,0.7493254202164753,0.7815164880452515,0.8117502598402285,0.8399510155845847,0.8660481269189535,0.889976234029064",0.9116754093383911
"0.6418379476919025,0.6793985846973472,0.7152576783885579,0.7493254202164753,0.7815164880452515,0.8117502598402285,0.8399510155845847,0.8660481269189535,0.889976234029064,0.9116754093383911",0.9310913075958499
"0.6793985846973472,0.7152576783885579,0.7493254202164753,0.7815164880452515,0.8117502598402285,0.8399510155845847,0.8660481269189535,0.889976234029064,0.9116754093383911,0.9310913075958499",0.9481753019826424
"0.7152576783885579,0.7493254202164753,0.7815164880452515,0.8117502598402285,0.8399510155845847,0.8660481269189535,0.889976234029064,0.9116754093383911,0.9310913075958499,0.9481753019826424",0.9628846058973773
"0.7493254202164753,0.7815164880452515,0.8117502598402285,0.8399510155845847,0.8660481269189535,0.889976234029064,0.9116754093383911,0.9310913075958499,0.9481753019826424,0.9628846058973773",0.9751823801144559
"0.7815164880452515,0.8117502598402285,0.8399510155845847,0.8660481269189535,0.889976234029064,0.9116754093383911,0.9310913075958499,0.9481753019826424,0.9628846058973773,0.9751823801144559",0.985037825047346
"0.8117502598402285,0.8399510155845847,0.8660481269189535,0.889976234029064,0.9116754093383911,0.9310913075958499,0.9481753019826424,0.9628846058973773,0.9751823801144559,0.985037825047346",0.9924262578856741
"0.8399510155845847,0.8660481269189535,0.889976234029064,0.9116754093383911,0.9310913075958499,0.9481753019826424,0.9628846058973773,0.9751823801144559,0.985037825047346,0.9924262578856741",0.9973291744129432
"0.8660481269189535,0.889976234029064,0.9116754093383911,0.9310913075958499,0.9481753019826424,0.9628846058973773,0.9751823801144559,0.985037825047346,0.9924262578856741,0.9973291744129432",0.9997342953500602
"0.889976234029064,0.9116754093383911,0.9310913075958499,0.9481753019826424,0.9628846058973773,0.9751823801144559,0.985037825047346,0.9924262578856741,0.9973291744129432,0.9997342953500602",0.9996355971086004
"0.9116754093383911,0.9310913075958499,0.9481753019826424,0.9628846058973773,0.9751823801144559,0.985037825047346,0.9924262578856741,0.9973291744129432,0.9997342953500602,0.9996355971086004",0.9970333268767925
"0.9310913075958499,0.9481753019826424,0.9628846058973773,0.9751823801144559,0.985037825047346,0.9924262578856741,0.9973291744129432,0.9997342953500602,0.9996355971086004,0.9970333268767925",0.99193400200044
"0.9481753019826424,0.9628846058973773,0.9751823801144559,0.985037825047346,0.9924262578856741,0.9973291744129432,0.9997342953500602,0.9996355971086004,0.9970333268767925,0.99193400200044",0.9843503936603283
"0.9628846058973773,0.9751823801144559,0.985037825047346,0.9924262578856741,0.9973291744129432,0.9997342953500602,0.9996355971086004,0.9970333268767925,0.99193400200044,0.9843503936603283",0.9743014948869986
"0.9751823801144559,0.985037825047346,0.9924262578856741,0.9973291744129432,0.9997342953500602,0.9996355971086004,0.9970333268767925,0.99193400200044,0.9843503936603283,0.9743014948869986",0.9618124729929951
"0.985037825047346,0.9924262578856741,0.9973291744129432,0.9997342953500602,0.9996355971086004,0.9970333268767925,0.99193400200044,0.9843503936603283,0.9743014948869986,0.9618124729929951",0.9469146065417174
"0.9924262578856741,0.9973291744129432,0.9997342953500602,0.9996355971086004,0.9970333268767925,0.99193400200044,0.9843503936603283,0.9743014948869986,0.9618124729929951,0.9469146065417174",0.9296452070107394
"0.9973291744129432,0.9997342953500602,0.9996355971086004,0.9970333268767925,0.99193400200044,0.9843503936603283,0.9743014948869986,0.9618124729929951,0.9469146065417174,0.9296452070107394",0.9100475253457864
"0.9997342953500602,0.9996355971086004,0.9970333268767925,0.99193400200044,0.9843503936603283,0.9743014948869986,0.9618124729929951,0.9469146065417174,0.9296452070107394,0.9100475253457864",0.8881706436394069
"0.9996355971086004,0.9970333268767925,0.99193400200044,0.9843503936603283,0.9743014948869986,0.9618124729929951,0.9469146065417174,0.9296452070107394,0.9100475253457864,0.8881706436394069",0.8640693522056263
"0.9970333268767925,0.99193400200044,0.9843503936603283,0.9743014948869986,0.9618124729929951,0.9469146065417174,0.9296452070107394,0.9100475253457864,0.8881706436394069,0.8640693522056263",0.8378040123584466
"0.99193400200044,0.9843503936603283,0.9743014948869986,0.9618124729929951,0.9469146065417174,0.9296452070107394,0.9100475253457864,0.8881706436394069,0.8640693522056263,0.8378040123584466",0.8094404052378639
"0.9843503936603283,0.9743014948869986,0.9618124729929951,0.9469146065417174,0.9296452070107394,0.9100475253457864,0.8881706436394069,0.8640693522056263,0.8378040123584466,0.8094404052378639",0.7790495670620136
"0.9743014948869986,0.9618124729929951,0.9469146065417174,0.9296452070107394,0.9100475253457864,0.8881706436394069,0.8640693522056263,0.8378040123584466,0.8094404052378639,0.7790495670620136",0.7467076112180544
"0.9618124729929951,0.9469146065417174,0.9296452070107394,0.9100475253457864,0.8881706436394069,0.8640693522056263,0.8378040123584466,0.8094404052378639,0.7790495670620136,0.7467076112180544",0.7124955376373596
"0.9469146065417174,0.9296452070107394,0.9100475253457864,0.8881706436394069,0.8640693522056263,0.8378040123584466,0.8094404052378639,0.7790495670620136,0.7467076112180544,0.7124955376373596",0.6764990299324324
"0.9296452070107394,0.9100475253457864,0.8881706436394069,0.8640693522056263,0.8378040123584466,0.8094404052378639,0.7790495670620136,0.7467076112180544,0.7124955376373596,0.6764990299324324",0.6388082408036202
"0.9100475253457864,0.8881706436394069,0.8640693522056263,0.8378040123584466,0.8094404052378639,0.7790495670620136,0.7467076112180544,0.7124955376373596,0.6764990299324324,0.6388082408036202",0.5995175662530551
"0.8881706436394069,0.8640693522056263,0.8378040123584466,0.8094404052378639,0.7790495670620136,0.7467076112180544,0.7124955376373596,0.6764990299324324,0.6388082408036202,0.5995175662530551",0.5587254091713215
"0.8640693522056263,0.8378040123584466,0.8094404052378639,0.7790495670620136,0.7467076112180544,0.7124955376373596,0.6764990299324324,0.6388082408036202,0.5995175662530551,0.5587254091713215",0.5165339328889282
"0.8378040123584466,0.8094404052378639,0.7790495670620136,0.7467076112180544,0.7124955376373596,0.6764990299324324,0.6388082408036202,0.5995175662530551,0.5587254091713215,0.5165339328889282",0.47304880530981697
"0.8094404052378639,0.7790495670620136,0.7467076112180544,0.7124955376373596,0.6764990299324324,0.6388082408036202,0.5995175662530551,0.5587254091713215,0.5165339328889282,0.47304880530981697",0.42837893426772095
"0.7790495670620136,0.7467076112180544,0.7124955376373596,0.6764990299324324,0.6388082408036202,0.5995175662530551,0.5587254091713215,0.5165339328889282,0.47304880530981697,0.42837893426772095",0.38263619476816924
"0.7467076112180544,0.7124955376373596,0.6764990299324324,0.6388082408036202,0.5995175662530551,0.5587254091713215,0.5165339328889282,0.47304880530981697,0.42837893426772095,0.38263619476816924",0.33593514879925435
"0.7124955376373596,0.6764990299324324,0.6388082408036202,0.5995175662530551,0.5587254091713215,0.5165339328889282,0.47304880530981697,0.42837893426772095,0.38263619476816924,0.33593514879925435",0.28839275841289386
"0.6764990299324324,0.6388082408036202,0.5995175662530551,0.5587254091713215,0.5165339328889282,0.47304880530981697,0.42837893426772095,0.38263619476816924,0.33593514879925435,0.28839275841289386",0.24012809279516895
"0.6388082408036202,0.5995175662530551,0.5587254091713215,0.5165339328889282,0.47304880530981697,0.42837893426772095,0.38263619476816924,0.33593514879925435,0.28839275841289386,0.24012809279516895",0.19126203005937772
"0.5995175662530551,0.5587254091713215,0.5165339328889282,0.47304880530981697,0.42837893426772095,0.38263619476816924,0.33593514879925435,0.28839275841289386,0.24012809279516895,0.19126203005937772",0.14191695450865796
"0.5587254091713215,0.5165339328889282,0.47304880530981697,0.42837893426772095,0.38263619476816924,0.33593514879925435,0.28839275841289386,0.24012809279516895,0.19126203005937772,0.14191695450865796",0.09221645012638092
"0.5165339328889282,0.47304880530981697,0.42837893426772095,0.38263619476816924,0.33593514879925435,0.28839275841289386,0.24012809279516895,0.19126203005937772,0.14191695450865796,0.09221645012638092",0.042284991061964226
"0.47304880530981697,0.42837893426772095,0.38263619476816924,0.33593514879925435,0.28839275841289386,0.24012809279516895,0.19126203005937772,0.14191695450865796,0.09221645012638092,0.042284991061964226",-0.007752370112722516
"0.42837893426772095,0.38263619476816924,0.33593514879925435,0.28839275841289386,0.24012809279516895,0.19126203005937772,0.14191695450865796,0.09221645012638092,0.042284991061964226,-0.007752370112722516",-0.057770315595602
"0.38263619476816924,0.33593514879925435,0.28839275841289386,0.24012809279516895,0.19126203005937772,0.14191695450865796,0.09221645012638092,0.042284991061964226,-0.007752370112722516,-0.057770315595602",-0.10764357621089869
"0.33593514879925435,0.28839275841289386,0.24012809279516895,0.19126203005937772,0.14191695450865796,0.09221645012638092,0.042284991061964226,-0.007752370112722516,-0.057770315595602,-0.10764357621089869",-0.15724724514386434
"0.28839275841289386,0.24012809279516895,0.19126203005937772,0.14191695450865796,0.09221645012638092,0.042284991061964226,-0.007752370112722516,-0.057770315595602,-0.10764357621089869,-0.15724724514386434",-0.206457090767976
"0.24012809279516895,0.19126203005937772,0.14191695450865796,0.09221645012638092,0.042284991061964226,-0.007752370112722516,-0.057770315595602,-0.10764357621089869,-0.15724724514386434,-0.206457090767976",-0.25514986778113535
"0.19126203005937772,0.14191695450865796,0.09221645012638092,0.042284991061964226,-0.007752370112722516,-0.057770315595602,-0.10764357621089869,-0.15724724514386434,-0.206457090767976,-0.25514986778113535",-0.3032036258716338
"0.14191695450865796,0.09221645012638092,0.042284991061964226,-0.007752370112722516,-0.057770315595602,-0.10764357621089869,-0.15724724514386434,-0.206457090767976,-0.25514986778113535,-0.3032036258716338",-0.35049801514083395
"0.09221645012638092,0.042284991061964226,-0.007752370112722516,-0.057770315595602,-0.10764357621089869,-0.15724724514386434,-0.206457090767976,-0.25514986778113535,-0.3032036258716338,-0.35049801514083395",-0.39691458751764125
"0.042284991061964226,-0.007752370112722516,-0.057770315595602,-0.10764357621089869,-0.15724724514386434,-0.206457090767976,-0.25514986778113535,-0.3032036258716338,-0.35049801514083395,-0.39691458751764125",-0.44233709340987765
"-0.007752370112722516,-0.057770315595602,-0.10764357621089869,-0.15724724514386434,-0.206457090767976,-0.25514986778113535,-0.3032036258716338,-0.35049801514083395,-0.39691458751764125,-0.44233709340987765",-0.4866517728495987
"-0.057770315595602,-0.10764357621089869,-0.15724724514386434,-0.206457090767976,-0.25514986778113535,-0.3032036258716338,-0.35049801514083395,-0.39691458751764125,-0.44233709340987765,-0.4866517728495987",-0.529747640403185
"-0.10764357621089869,-0.15724724514386434,-0.206457090767976,-0.25514986778113535,-0.3032036258716338,-0.35049801514083395,-0.39691458751764125,-0.44233709340987765,-0.4866517728495987,-0.529747640403185",-0.5715167631326549
"-0.15724724514386434,-0.206457090767976,-0.25514986778113535,-0.3032036258716338,-0.35049801514083395,-0.39691458751764125,-0.44233709340987765,-0.4866517728495987,-0.529747640403185,-0.5715167631326549",-0.611854530912049
"-0.206457090767976,-0.25514986778113535,-0.3032036258716338,-0.35049801514083395,-0.39691458751764125,-0.44233709340987765,-0.4866517728495987,-0.529747640403185,-0.5715167631326549,-0.611854530912049",-0.6506599184218834
"-0.25514986778113535,-0.3032036258716338,-0.35049801514083395,-0.39691458751764125,-0.44233709340987765,-0.4866517728495987,-0.529747640403185,-0.5715167631326549,-0.611854530912049,-0.6506599184218834",-0.6878357381655089
"-0.3032036258716338,-0.35049801514083395,-0.39691458751764125,-0.44233709340987765,-0.4866517728495987,-0.529747640403185,-0.5715167631326549,-0.611854530912049,-0.6506599184218834,-0.6878357381655089",-0.7232888838737035
"-0.35049801514083395,-0.39691458751764125,-0.44233709340987765,-0.4866517728495987,-0.529747640403185,-0.5715167631326549,-0.611854530912049,-0.6506599184218834,-0.6878357381655089,-0.7232888838737035",-0.7569305636878925
"-0.39691458751764125,-0.44233709340987765,-0.4866517728495987,-0.529747640403185,-0.5715167631326549,-0.611854530912049,-0.6506599184218834,-0.6878357381655089,-0.7232888838737035,-0.7569305636878925",-0.7886765225379935
"-0.44233709340987765,-0.4866517728495987,-0.529747640403185,-0.5715167631326549,-0.611854530912049,-0.6506599184218834,-0.6878357381655089,-0.7232888838737035,-0.7569305636878925,-0.7886765225379935",-0.8184472531579451
"-0.4866517728495987,-0.529747640403185,-0.5715167631326549,-0.611854530912049,-0.6506599184218834,-0.6878357381655089,-0.7232888838737035,-0.7569305636878925,-0.7886765225379935,-0.8184472531579451",-0.8461681952104326
"-0.529747640403185,-0.5715167631326549,-0.611854530912049,-0.6506599184218834,-0.6878357381655089,-0.7232888838737035,-0.7569305636878925,-0.7886765225379935,-0.8184472531579451,-0.8461681952104326",-0.8717699220221067
"-0.5715167631326549,-0.611854530912049,-0.6506599184218834,-0.6878357381655089,-0.7232888838737035,-0.7569305636878925,-0.7886765225379935,-0.8184472531579451,-0.8461681952104326,-0.8717699220221067",-0.8951883144616204
"-0.611854530912049,-0.6506599184218834,-0.6878357381655089,-0.7232888838737035,-0.7569305636878925,-0.7886765225379935,-0.8184472531579451,-0.8461681952104326,-0.8717699220221067,-0.8951883144616204",-0.9163647215250076
"-0.6506599184218834,-0.6878357381655089,-0.7232888838737035,-0.7569305636878925,-0.7886765225379935,-0.8184472531579451,-0.8461681952104326,-0.8717699220221067,-0.8951883144616204,-0.9163647215250076",-0.9352461072262216
"-0.6878357381655089,-0.7232888838737035,-0.7569305636878925,-0.7886765225379935,-0.8184472531579451,-0.8461681952104326,-0.8717699220221067,-0.8951883144616204,-0.9163647215250076,-0.9352461072262216",-0.9517851834249468
"-0.7232888838737035,-0.7569305636878925,-0.7886765225379935,-0.8184472531579451,-0.8461681952104326,-0.8717699220221067,-0.8951883144616204,-0.9163647215250076,-0.9352461072262216,-0.9517851834249468",-0.9659405282590195
"-0.7569305636878925,-0.7886765225379935,-0.8184472531579451,-0.8461681952104326,-0.8717699220221067,-0.8951883144616204,-0.9163647215250076,-0.9352461072262216,-0.9517851834249468,-0.9659405282590195",-0.9776766898848452
"-0.7886765225379935,-0.8184472531579451,-0.8461681952104326,-0.8717699220221067,-0.8951883144616204,-0.9163647215250076,-0.9352461072262216,-0.9517851834249468,-0.9659405282590195,-0.9776766898848452",-0.9869642752659957
"-0.8184472531579451,-0.8461681952104326,-0.8717699220221067,-0.8951883144616204,-0.9163647215250076,-0.9352461072262216,-0.9517851834249468,-0.9659405282590195,-0.9776766898848452,-0.9869642752659957",-0.9937800237876175
"-0.8461681952104326,-0.8717699220221067,-0.8951883144616204,-0.9163647215250076,-0.9352461072262216,-0.9517851834249468,-0.9659405282590195,-0.9776766898848452,-0.9869642752659957,-0.9937800237876175",-0.9981068655122841
"-0.8717699220221067,-0.8951883144616204,-0.9163647215250076,-0.9352461072262216,-0.9517851834249468,-0.9659405282590195,-0.9776766898848452,-0.9869642752659957,-0.9937800237876175,-0.9981068655122841",-0.9999339639313919
"-0.8951883144616204,-0.9163647215250076,-0.9352461072262216,-0.9517851834249468,-0.9659405282590195,-0.9776766898848452,-0.9869642752659957,-0.9937800237876175,-0.9981068655122841,-0.9999339639313919",-0.9992567431050293
"-0.9163647215250076,-0.9352461072262216,-0.9517851834249468,-0.9659405282590195,-0.9776766898848452,-0.9869642752659957,-0.9937800237876175,-0.9981068655122841,-0.9999339639313919,-0.9992567431050293",-0.9960768991223485
"-0.9352461072262216,-0.9517851834249468,-0.9659405282590195,-0.9776766898848452,-0.9869642752659957,-0.9937800237876175,-0.9981068655122841,-0.9999339639313919,-0.9992567431050293,-0.9960768991223485",-0.9904023958537356
"-0.9517851834249468,-0.9659405282590195,-0.9776766898848452,-0.9869642752659957,-0.9937800237876175,-0.9981068655122841,-0.9999339639313919,-0.9992567431050293,-0.9960768991223485,-0.9904023958537356",-0.9822474450054196
"-0.9659405282590195,-0.9776766898848452,-0.9869642752659957,-0.9937800237876175,-0.9981068655122841,-0.9999339639313919,-0.9992567431050293,-0.9960768991223485,-0.9904023958537356,-0.9822474450054196",-0.9716324705264734
"-0.9776766898848452,-0.9869642752659957,-0.9937800237876175,-0.9981068655122841,-0.9999339639313919,-0.9992567431050293,-0.9960768991223485,-0.9904023958537356,-0.9822474450054196,-0.9716324705264734",-0.9585840574573462
"-0.9869642752659957,-0.9937800237876175,-0.9981068655122841,-0.9999339639313919,-0.9992567431050293,-0.9960768991223485,-0.9904023958537356,-0.9822474450054196,-0.9716324705264734,-0.9585840574573462",-0.9431348853480389
"-0.9937800237876175,-0.9981068655122841,-0.9999339639313919,-0.9992567431050293,-0.9960768991223485,-0.9904023958537356,-0.9822474450054196,-0.9716324705264734,-0.9585840574573462,-0.9431348853480389",-0.9253236464126731
"-0.9981068655122841,-0.9999339639313919,-0.9992567431050293,-0.9960768991223485,-0.9904023958537356,-0.9822474450054196,-0.9716324705264734,-0.9585840574573462,-0.9431348853480389,-0.9253236464126731",-0.9051949486254356
"-0.9999339639313919,-0.9992567431050293,-0.9960768991223485,-0.9904023958537356,-0.9822474450054196,-0.9716324705264734,-0.9585840574573462,-0.9431348853480389,-0.9253236464126731,-0.9051949486254356",-0.8827992040005925
"-0.9992567431050293,-0.9960768991223485,-0.9904023958537356,-0.9822474450054196,-0.9716324705264734,-0.9585840574573462,-0.9431348853480389,-0.9253236464126731,-0.9051949486254356,-0.8827992040005925",-0.8581925023363741
"-0.9960768991223485,-0.9904023958537356,-0.9822474450054196,-0.9716324705264734,-0.9585840574573462,-0.9431348853480389,-0.9253236464126731,-0.9051949486254356,-0.8827992040005925,-0.8581925023363741",-0.8314364707389376
"-0.9904023958537356,-0.9822474450054196,-0.9716324705264734,-0.9585840574573462,-0.9431348853480389,-0.9253236464126731,-0.9051949486254356,-0.8827992040005925,-0.8581925023363741,-0.8314364707389376",-0.8025981192782262
"-0.9822474450054196,-0.9716324705264734,-0.9585840574573462,-0.9431348853480389,-0.9253236464126731,-0.9051949486254356,-0.8827992040005925,-0.8581925023363741,-0.8314364707389376,-0.8025981192782262",-0.7717496731622797
"-0.9716324705264734,-0.9585840574573462,-0.9431348853480389,-0.9253236464126731,-0.9051949486254356,-0.8827992040005925,-0.8581925023363741,-0.8314364707389376,-0.8025981192782262,-0.7717496731622797",-0.7389683918503098
"-0.9585840574573462,-0.9431348853480389,-0.9253236464126731,-0.9051949486254356,-0.8827992040005925,-0.8581925023363741,-0.8314364707389376,-0.8025981192782262,-0.7717496731622797,-0.7389683918503098",-0.7043363755575728
"-0.9431348853480389,-0.9253236464126731,-0.9051949486254356,-0.8827992040005925,-0.8581925023363741,-0.8314364707389376,-0.8025981192782262,-0.7717496731622797,-0.7389683918503098,-0.7043363755575728",-0.6679403596366418
"-0.9253236464126731,-0.9051949486254356,-0.8827992040005925,-0.8581925023363741,-0.8314364707389376,-0.8025981192782262,-0.7717496731622797,-0.7389683918503098,-0.7043363755575728,-0.6679403596366418",-0.629871497350049
"-0.9051949486254356,-0.8827992040005925,-0.8581925023363741,-0.8314364707389376,-0.8025981192782262,-0.7717496731622797,-0.7389683918503098,-0.7043363755575728,-0.6679403596366418,-0.629871497350049",-0.5902251315783409
"-0.8827992040005925,-0.8581925023363741,-0.8314364707389376,-0.8025981192782262,-0.7717496731622797,-0.7389683918503098,-0.7043363755575728,-0.6679403596366418,-0.629871497350049,-0.5902251315783409",-0.5491005560352992
"-0.8581925023363741,-0.8314364707389376,-0.8025981192782262,-0.7717496731622797,-0.7389683918503098,-0.7043363755575728,-0.6679403596366418,-0.629871497350049,-0.5902251315783409,-0.5491005560352992",-0.5066007665883601
"-0.8314364707389376,-0.8025981192782262,-0.7717496731622797,-0.7389683918503098,-0.7043363755575728,-0.6679403596366418,-0.629871497350049,-0.5902251315783409,-0.5491005560352992,-0.5066007665883601",-0.4628322033070477
